species	cancer_type	correlation
Cercocebus_atys	bladder	0.749780176920251
Cercocebus_atys	breast	0.717880981845357
Cercocebus_atys	central nervous system	0.682308549295295
Cercocebus_atys	colon	0.734014406688367
Cercocebus_atys	colorectal	0.724578459006151
Cercocebus_atys	endometrial	0.70820551512024
Cercocebus_atys	gastric	0.72028858418714
Cercocebus_atys	glioma	0.749593763111986
Cercocebus_atys	head and neck	0.730992500000167
Cercocebus_atys	hepatocellular	0.743414694115922
Cercocebus_atys	intestine	0.72087867837569
Cercocebus_atys	kidney	0.748874905454791
Cercocebus_atys	leukaemia	0.663288656692529
Cercocebus_atys	liver	0.526798284321776
Cercocebus_atys	lung	0.728237727602093
Cercocebus_atys	lymphoma	0.698422186035125
Cercocebus_atys	melanoma	0.734097558143265
Cercocebus_atys	mesothelioma	0.841352712340798
Cercocebus_atys	oesophagus	0.675132911364962
Cercocebus_atys	other tumour types	0.783829966593112
Cercocebus_atys	ovarian	0.716034404323432
Cercocebus_atys	paediatric	0.705403052697271
Cercocebus_atys	pancreas	0.777438132355482
Cercocebus_atys	prostate	0.728364304974828
Cercocebus_atys	rare other tumour types	0.751304347826087
Cercocebus_atys	renal	0.703591457598099
Cercocebus_atys	sarcoma	0.729607420520398
Cercocebus_atys	skin	0.771502375749556
Cercocebus_atys	small intestine	0.753064247780266
Cercocebus_atys	soft tissue sarcoma	0.687242799917806
Cercocebus_atys	testicular	0.716198452574862
Cercocebus_atys	thyroid	0.7233884911981
Cercocebus_atys	urothelial	0.71004260613888
Cercocebus_atys	uterine	0.67811579094134
Cercopithecus_neglectus	all	0.713007205243489
Cercopithecus_neglectus	bladder	0.707047243674123
Cercopithecus_neglectus	breast	0.719716386303495
Cercopithecus_neglectus	central nervous system	0.673233011423259
Cercopithecus_neglectus	colon	0.694078194192946
Cercopithecus_neglectus	colorectal	0.719959518249236
Cercopithecus_neglectus	endometrial	0.70907562458243
Cercopithecus_neglectus	gastric	0.724759117022691
Cercopithecus_neglectus	glioma	0.738831697192197
Cercopithecus_neglectus	head and neck	0.708892060627009
Cercopithecus_neglectus	hepatocellular	0.748038921089599
Cercopithecus_neglectus	intestine	0.705177996151603
Cercopithecus_neglectus	kidney	0.730257994475491
Cercopithecus_neglectus	leukaemia	0.664384226256477
Cercopithecus_neglectus	liver	0.465682542341928
Cercopithecus_neglectus	lung	0.707866360886175
Cercopithecus_neglectus	lymphoma	0.695936923360694
Cercopithecus_neglectus	melanoma	0.703930855356509
Cercopithecus_neglectus	mesothelioma	0.82353062934746
Cercopithecus_neglectus	oesophagus	0.662296336411023
Cercopithecus_neglectus	other tumour types	0.761470410356275
Cercopithecus_neglectus	ovarian	0.71776284682266
Cercopithecus_neglectus	paediatric	0.693006620580604
Cercopithecus_neglectus	pancreas	0.752266689615034
Cercopithecus_neglectus	prostate	0.711554688501524
Cercopithecus_neglectus	rare other tumour types	0.691304347826087
Cercopithecus_neglectus	renal	0.687472332536966
Cercopithecus_neglectus	sarcoma	0.718675157290058
Cercopithecus_neglectus	skin	0.754635389677537
Cercopithecus_neglectus	small intestine	0.741911507511418
Cercopithecus_neglectus	soft tissue sarcoma	0.544475230826944
Cercopithecus_neglectus	testicular	0.676867523198226
Cercopithecus_neglectus	thyroid	0.711460360889254
Cercopithecus_neglectus	urothelial	0.711564705164039
Cercopithecus_neglectus	uterine	0.672301141213887
Chaetophractus_vellerosus	all	0.198258548114952
Chaetophractus_vellerosus	bladder	0.191160235211865
Chaetophractus_vellerosus	breast	0.153003918729573
Chaetophractus_vellerosus	central nervous system	0.186452539483428
Chaetophractus_vellerosus	colon	0.23801461243071
Chaetophractus_vellerosus	colorectal	0.217717690421578
Chaetophractus_vellerosus	endometrial	0.150600332647177
Chaetophractus_vellerosus	gastric	0.182038089673393
Chaetophractus_vellerosus	glioma	0.219071254707626
Chaetophractus_vellerosus	head and neck	0.189041969528568
Chaetophractus_vellerosus	hepatocellular	0.222984810939195
Chaetophractus_vellerosus	intestine	0.184525450010085
Chaetophractus_vellerosus	kidney	0.339354439456738
Chaetophractus_vellerosus	leukaemia	0.160160375680614
Chaetophractus_vellerosus	liver	0.318447209160204
Chaetophractus_vellerosus	lung	0.24823831634384
Chaetophractus_vellerosus	lymphoma	0.206179835765874
Chaetophractus_vellerosus	melanoma	0.259450257346063
Chaetophractus_vellerosus	mesothelioma	0.249369309295281
Chaetophractus_vellerosus	oesophagus	0.14612824595927
Chaetophractus_vellerosus	other tumour types	0.245155075047672
Chaetophractus_vellerosus	ovarian	0.215850227637905
Chaetophractus_vellerosus	paediatric	0.224035168483817
Chaetophractus_vellerosus	pancreas	0.10675664568105
Chaetophractus_vellerosus	prostate	0.161661023056566
Chaetophractus_vellerosus	rare other tumour types	-0.267277567109523
Chaetophractus_vellerosus	renal	0.142211886192285
Chaetophractus_vellerosus	sarcoma	0.19290952725231
Chaetophractus_vellerosus	skin	0.14902277684083
Chaetophractus_vellerosus	small intestine	0.206612878564316
Chaetophractus_vellerosus	soft tissue sarcoma	0.0390285068931863
Chaetophractus_vellerosus	testicular	0.040602721726749
Chaetophractus_vellerosus	thyroid	0.257507136003116
Chaetophractus_vellerosus	urothelial	0.256067329881482
Chaetophractus_vellerosus	uterine	0.195241287486971
Cheirogaleus_medius	all	0.323989714105422
Cheirogaleus_medius	bladder	0.37427011105653
Cheirogaleus_medius	breast	0.308433165845503
Cheirogaleus_medius	central nervous system	0.268529709450082
Cheirogaleus_medius	colon	0.364646505855102
Cheirogaleus_medius	colorectal	0.332653789751422
Cheirogaleus_medius	endometrial	0.283990574173459
Cheirogaleus_medius	gastric	0.340192277857345
Cheirogaleus_medius	glioma	0.328380704335343
Cheirogaleus_medius	head and neck	0.348100237455009
Cheirogaleus_medius	hepatocellular	0.375241856576027
Cheirogaleus_medius	intestine	0.292257272647589
Cheirogaleus_medius	kidney	0.384171634534427
Cheirogaleus_medius	leukaemia	0.241399266100562
Cheirogaleus_medius	liver	0.288632158863053
Cheirogaleus_medius	lung	0.372934033308775
Cheirogaleus_medius	lymphoma	0.310951859888229
Cheirogaleus_medius	melanoma	0.382063858731786
Cheirogaleus_medius	mesothelioma	0.480375255720238
Cheirogaleus_medius	oesophagus	0.25952144900874
Cheirogaleus_medius	other tumour types	0.432470645122546
Cheirogaleus_medius	ovarian	0.35390918811293
Cheirogaleus_medius	paediatric	0.289910266589662
Cheirogaleus_medius	pancreas	0.270266565919242
Cheirogaleus_medius	prostate	0.250837421166163
Cheirogaleus_medius	rare other tumour types	0.460869565217391
Cheirogaleus_medius	renal	0.300171128457074
Cheirogaleus_medius	sarcoma	0.334278241371958
Cheirogaleus_medius	skin	0.342242886910443
Cheirogaleus_medius	small intestine	0.303489277955554
Cheirogaleus_medius	soft tissue sarcoma	0.348019486105703
Cheirogaleus_medius	testicular	0.191971567037577
Cheirogaleus_medius	thyroid	0.362907786941156
Cheirogaleus_medius	urothelial	0.401465783784682
Cheirogaleus_medius	uterine	0.262489268996583
Chinchilla_lanigera	all	0.214540104601738
Chinchilla_lanigera	bladder	0.267172536188311
Chinchilla_lanigera	breast	0.183042775540818
Chinchilla_lanigera	central nervous system	0.199184201976129
Chinchilla_lanigera	colon	0.264413796290695
Chinchilla_lanigera	colorectal	0.215140756355208
Chinchilla_lanigera	endometrial	0.154444989102504
Chinchilla_lanigera	gastric	0.194078224452784
Chinchilla_lanigera	glioma	0.259851256199264
Chinchilla_lanigera	head and neck	0.198197029966176
Chinchilla_lanigera	hepatocellular	0.196196162154961
Chinchilla_lanigera	intestine	0.17366785209306
Chinchilla_lanigera	kidney	0.318139072460096
Chinchilla_lanigera	leukaemia	0.11673123117443
Chinchilla_lanigera	liver	0.216154985394704
Chinchilla_lanigera	lung	0.271667403690317
Chinchilla_lanigera	lymphoma	0.212862643833602
Chinchilla_lanigera	melanoma	0.256557815427466
Chinchilla_lanigera	mesothelioma	0.357621986786345
Chinchilla_lanigera	oesophagus	0.153801998466129
Chinchilla_lanigera	other tumour types	0.255386722110719
Chinchilla_lanigera	ovarian	0.233146103474932
Chinchilla_lanigera	paediatric	0.201242148213889
Chinchilla_lanigera	pancreas	0.204606282039891
Chinchilla_lanigera	prostate	0.168666655088098
Chinchilla_lanigera	rare other tumour types	0.109565217391304
Chinchilla_lanigera	renal	0.146787897101266
Chinchilla_lanigera	sarcoma	0.232422646200539
Chinchilla_lanigera	skin	0.139663592309471
Chinchilla_lanigera	small intestine	0.183910148422819
Chinchilla_lanigera	soft tissue sarcoma	0.130786039772263
Chinchilla_lanigera	testicular	-0.0551401713660933
Chinchilla_lanigera	thyroid	0.239269347258361
Chinchilla_lanigera	urothelial	0.336203448485112
Chinchilla_lanigera	uterine	0.163190643071335
Chlorocebus_sabaeus	all	0.733581015139814
Chlorocebus_sabaeus	bladder	0.753975191910174
Chlorocebus_sabaeus	breast	0.741309422348038
Chlorocebus_sabaeus	central nervous system	0.691335486490266
Chlorocebus_sabaeus	colon	0.741415663740099
Chlorocebus_sabaeus	colorectal	0.732709415335448
Chlorocebus_sabaeus	endometrial	0.717207238375599
Chlorocebus_sabaeus	gastric	0.731554903047545
Chlorocebus_sabaeus	glioma	0.75880339492216
Chlorocebus_sabaeus	head and neck	0.739040191986897
Chlorocebus_sabaeus	hepatocellular	0.772216940990652
Chlorocebus_sabaeus	intestine	0.725253777581996
Chlorocebus_sabaeus	kidney	0.74264268886833
Chlorocebus_sabaeus	leukaemia	0.672459450237665
Chlorocebus_sabaeus	liver	0.46716424118425
Chlorocebus_sabaeus	lung	0.730750643409401
Chlorocebus_sabaeus	lymphoma	0.710010083423186
Chlorocebus_sabaeus	melanoma	0.739524976537428
Chlorocebus_sabaeus	mesothelioma	0.829851313876514
Chlorocebus_sabaeus	oesophagus	0.695250801208611
Chlorocebus_sabaeus	other tumour types	0.783364156688453
Chlorocebus_sabaeus	ovarian	0.744777350014217
Chlorocebus_sabaeus	paediatric	0.723693023950417
Chlorocebus_sabaeus	pancreas	0.727476159452126
Chlorocebus_sabaeus	prostate	0.734398977553287
Chlorocebus_sabaeus	rare other tumour types	0.681739130434783
Chlorocebus_sabaeus	renal	0.709233665100147
Chlorocebus_sabaeus	sarcoma	0.742590337353237
Chlorocebus_sabaeus	skin	0.778667907876534
Chlorocebus_sabaeus	small intestine	0.759988477787743
Chlorocebus_sabaeus	soft tissue sarcoma	0.759376686454398
Chlorocebus_sabaeus	testicular	0.715572433815568
Chlorocebus_sabaeus	thyroid	0.72570295908755
Chlorocebus_sabaeus	urothelial	0.787331148739354
Chlorocebus_sabaeus	uterine	0.673384113901988
Choloepus_didactylus	all	0.208615081295709
Choloepus_didactylus	bladder	0.24024891040126
Choloepus_didactylus	breast	0.171185554941118
Choloepus_didactylus	central nervous system	0.222150468625006
Choloepus_didactylus	colon	0.263092801614452
Choloepus_didactylus	colorectal	0.219296867956546
Choloepus_didactylus	endometrial	0.157223143485573
Choloepus_didactylus	gastric	0.187865212790366
Choloepus_didactylus	glioma	0.230634233979307
Choloepus_didactylus	head and neck	0.201006414437692
Choloepus_didactylus	hepatocellular	0.174957227657636
Choloepus_didactylus	intestine	0.168962682482742
Choloepus_didactylus	kidney	0.326494404393188
Choloepus_didactylus	leukaemia	0.143812867834358
Choloepus_didactylus	liver	0.267542651972181
Choloepus_didactylus	lung	0.276658654740705
Choloepus_didactylus	lymphoma	0.22471162949231
Choloepus_didactylus	melanoma	0.253786367347404
Choloepus_didactylus	mesothelioma	0.269130421039655
Choloepus_didactylus	oesophagus	0.134289146075858
Choloepus_didactylus	other tumour types	0.290681555121271
Choloepus_didactylus	ovarian	0.212850420962852
Choloepus_didactylus	paediatric	0.224628972854327
Choloepus_didactylus	pancreas	0.149350259256658
Choloepus_didactylus	prostate	0.194333193066644
Choloepus_didactylus	rare other tumour types	-0.306412809284328
Choloepus_didactylus	renal	0.194153266375417
Choloepus_didactylus	sarcoma	0.194724454242698
Choloepus_didactylus	skin	0.180455653216148
Choloepus_didactylus	small intestine	0.150864613082564
Choloepus_didactylus	soft tissue sarcoma	0.147335608594963
Choloepus_didactylus	testicular	0.144518848548892
Choloepus_didactylus	thyroid	0.242788599845405
Choloepus_didactylus	urothelial	0.254336179084557
Choloepus_didactylus	uterine	0.192218486371255
Choloepus_hoffmanni	all	0.207108434348793
Choloepus_hoffmanni	bladder	0.259400564579351
Choloepus_hoffmanni	breast	0.155940044158847
Choloepus_hoffmanni	central nervous system	0.210876217301643
Choloepus_hoffmanni	colon	0.278898751847803
Choloepus_hoffmanni	colorectal	0.220161499291358
Choloepus_hoffmanni	endometrial	0.141735141653416
Choloepus_hoffmanni	gastric	0.193164039835945
Choloepus_hoffmanni	glioma	0.218785289199754
Choloepus_hoffmanni	head and neck	0.186414727777146
Choloepus_hoffmanni	hepatocellular	0.146995740755845
Choloepus_hoffmanni	intestine	0.184620457998281
Choloepus_hoffmanni	kidney	0.31018270478449
Choloepus_hoffmanni	leukaemia	0.16467450103256
Choloepus_hoffmanni	liver	0.236295453592362
Choloepus_hoffmanni	lung	0.27918871821999
Choloepus_hoffmanni	lymphoma	0.232269940508728
Choloepus_hoffmanni	melanoma	0.250731115281537
Choloepus_hoffmanni	mesothelioma	0.33286288928709
Choloepus_hoffmanni	oesophagus	0.139278881196615
Choloepus_hoffmanni	other tumour types	0.271500175662722
Choloepus_hoffmanni	ovarian	0.206719893029159
Choloepus_hoffmanni	paediatric	0.275478273274329
Choloepus_hoffmanni	pancreas	0.141048780532489
Choloepus_hoffmanni	prostate	0.196614510288271
Choloepus_hoffmanni	rare other tumour types	-0.304806399647726
Choloepus_hoffmanni	renal	0.197216666658744
Choloepus_hoffmanni	sarcoma	0.213779731634123
Choloepus_hoffmanni	skin	0.17359629289899
Choloepus_hoffmanni	small intestine	0.167260728679537
Choloepus_hoffmanni	soft tissue sarcoma	0.23508460144989
Choloepus_hoffmanni	testicular	-0.0311553779375433
Choloepus_hoffmanni	thyroid	0.244581723122132
Choloepus_hoffmanni	urothelial	0.232735749115256
Choloepus_hoffmanni	uterine	0.170595094276971
Chrysochloris_asiatica	all	0.201646051143991
Chrysochloris_asiatica	bladder	0.251183816316884
Chrysochloris_asiatica	breast	0.150689147609171
Chrysochloris_asiatica	central nervous system	0.203874126835813
Chrysochloris_asiatica	colon	0.278215924521168
Chrysochloris_asiatica	colorectal	0.202933107962592
Chrysochloris_asiatica	endometrial	0.128522885727876
Chrysochloris_asiatica	gastric	0.170536015136619
Chrysochloris_asiatica	glioma	0.198314910317923
Chrysochloris_asiatica	head and neck	0.182710088992681
Chrysochloris_asiatica	hepatocellular	0.185997199058171
Chrysochloris_asiatica	intestine	0.191521846569743
Chrysochloris_asiatica	kidney	0.281159011024058
Chrysochloris_asiatica	leukaemia	0.150287495674133
Chrysochloris_asiatica	liver	0.264784387465659
Chrysochloris_asiatica	lung	0.241781107117846
Chrysochloris_asiatica	lymphoma	0.203623028970911
Chrysochloris_asiatica	melanoma	0.247687058703133
Chrysochloris_asiatica	mesothelioma	0.266899802089377
Chrysochloris_asiatica	oesophagus	0.13217371951027
Chrysochloris_asiatica	other tumour types	0.25786016487176
Chrysochloris_asiatica	ovarian	0.183871281262538
Chrysochloris_asiatica	paediatric	0.21658769310033
Chrysochloris_asiatica	pancreas	0.151679226590485
Chrysochloris_asiatica	prostate	0.15083863978702
Chrysochloris_asiatica	rare other tumour types	-0.25327752406258
Chrysochloris_asiatica	renal	0.176067828413892
Chrysochloris_asiatica	sarcoma	0.190039444115817
Chrysochloris_asiatica	skin	0.192289486931675
Chrysochloris_asiatica	small intestine	0.140724642351485
Chrysochloris_asiatica	soft tissue sarcoma	0.164181108574068
Chrysochloris_asiatica	testicular	0.091822566625234
Chrysochloris_asiatica	thyroid	0.221432442213322
Chrysochloris_asiatica	urothelial	0.238574973564559
Chrysochloris_asiatica	uterine	0.122432955571523
Colobus_angolensis	all	0.715756252044218
Colobus_angolensis	bladder	0.732937217838515
Colobus_angolensis	breast	0.71089007406916
Colobus_angolensis	central nervous system	0.681077939610578
Colobus_angolensis	colon	0.715617257271932
Colobus_angolensis	colorectal	0.719638241117628
Colobus_angolensis	endometrial	0.702599149982367
Colobus_angolensis	gastric	0.719142432551508
Colobus_angolensis	glioma	0.737282583070916
Colobus_angolensis	head and neck	0.733058724422588
Colobus_angolensis	hepatocellular	0.736929433006623
Colobus_angolensis	intestine	0.71507565360894
Colobus_angolensis	kidney	0.727986353403356
Colobus_angolensis	leukaemia	0.675576052272761
Colobus_angolensis	liver	0.484693014877464
Colobus_angolensis	lung	0.728231280454319
Colobus_angolensis	lymphoma	0.697234049468612
Colobus_angolensis	melanoma	0.719236658224143
Colobus_angolensis	mesothelioma	0.777880476446328
Colobus_angolensis	oesophagus	0.696356696597412
Colobus_angolensis	other tumour types	0.779008255727983
Colobus_angolensis	ovarian	0.723435157918185
Colobus_angolensis	paediatric	0.656436288946024
Colobus_angolensis	pancreas	0.703470129296294
Colobus_angolensis	prostate	0.713743984506122
Colobus_angolensis	rare other tumour types	0.669710822528916
Colobus_angolensis	renal	0.705494819953944
Colobus_angolensis	sarcoma	0.724484710553915
Colobus_angolensis	skin	0.753363464205488
Colobus_angolensis	small intestine	0.716888094226912
Colobus_angolensis	soft tissue sarcoma	0.592830634099972
Colobus_angolensis	testicular	0.65764762445001
Colobus_angolensis	thyroid	0.721499254293553
Colobus_angolensis	urothelial	0.754001680430244
Colobus_angolensis	uterine	0.659708672015782
Condylura_cristata	all	0.189382929380992
Condylura_cristata	bladder	0.125926721453358
Condylura_cristata	breast	0.156478227004541
Condylura_cristata	central nervous system	0.204326622157404
Condylura_cristata	colon	0.10942352131981
Condylura_cristata	colorectal	0.200474517505713
Condylura_cristata	endometrial	0.131993116123881
Condylura_cristata	gastric	0.157756606833308
Condylura_cristata	glioma	0.159464318496312
Condylura_cristata	head and neck	0.0998060073934133
Condylura_cristata	hepatocellular	0.142419677771156
Condylura_cristata	intestine	0.206304476422835
Condylura_cristata	kidney	0.31551808041514
Condylura_cristata	leukaemia	0.127870476737364
Condylura_cristata	liver	0.168397025344084
Condylura_cristata	lung	0.257062921795722
Condylura_cristata	lymphoma	0.169380506162003
Condylura_cristata	melanoma	0.23649623002796
Condylura_cristata	mesothelioma	0.19758111545326
Condylura_cristata	oesophagus	0.159578174936823
Condylura_cristata	other tumour types	0.293739938070979
Condylura_cristata	ovarian	0.221672244370342
Condylura_cristata	paediatric	0.223715488679043
Condylura_cristata	pancreas	0.0896986772982436
Condylura_cristata	prostate	0.147014856348622
Condylura_cristata	rare other tumour types	-0.505693224377596
Condylura_cristata	renal	0.162195449020163
Condylura_cristata	sarcoma	0.196830041423284
Condylura_cristata	skin	0.162525521933838
Condylura_cristata	small intestine	0.21831979646273
Condylura_cristata	soft tissue sarcoma	0.194136704290324
Condylura_cristata	testicular	0.318562813450983
Condylura_cristata	thyroid	0.237395616375534
Condylura_cristata	urothelial	0.321140899782766
Condylura_cristata	uterine	0.179348442724071
Craseonycteris_thonglongyai	all	0.207472485833883
Craseonycteris_thonglongyai	bladder	0.244326109093796
Craseonycteris_thonglongyai	breast	0.173577028867918
Craseonycteris_thonglongyai	central nervous system	0.176618868328252
Craseonycteris_thonglongyai	colon	0.246301269332141
Craseonycteris_thonglongyai	colorectal	0.218338129515578
Craseonycteris_thonglongyai	endometrial	0.14125906646183
Craseonycteris_thonglongyai	gastric	0.182212020012022
Craseonycteris_thonglongyai	glioma	0.224717704481947
Craseonycteris_thonglongyai	head and neck	0.186490301973129
Craseonycteris_thonglongyai	hepatocellular	0.21820543292631
Craseonycteris_thonglongyai	intestine	0.181821749101706
Craseonycteris_thonglongyai	kidney	0.20920851482401
Craseonycteris_thonglongyai	leukaemia	0.173335381289101
Craseonycteris_thonglongyai	liver	0.257398999134686
Craseonycteris_thonglongyai	lung	0.266453149375229
Craseonycteris_thonglongyai	lymphoma	0.190428552451395
Craseonycteris_thonglongyai	melanoma	0.267863806960666
Craseonycteris_thonglongyai	mesothelioma	0.310869761447681
Craseonycteris_thonglongyai	oesophagus	0.125382608215482
Craseonycteris_thonglongyai	other tumour types	0.27416490852617
Craseonycteris_thonglongyai	ovarian	0.223285013135373
Craseonycteris_thonglongyai	paediatric	0.367221732108621
Craseonycteris_thonglongyai	pancreas	0.205221643576068
Craseonycteris_thonglongyai	prostate	0.158394300701607
Craseonycteris_thonglongyai	rare other tumour types	-0.0228890622003272
Craseonycteris_thonglongyai	renal	0.153250764991658
Craseonycteris_thonglongyai	sarcoma	0.218489621882676
Craseonycteris_thonglongyai	skin	0.197067432455065
Craseonycteris_thonglongyai	small intestine	0.267288532943027
Craseonycteris_thonglongyai	soft tissue sarcoma	0.198063776497678
Craseonycteris_thonglongyai	testicular	-0.0662680963104958
Craseonycteris_thonglongyai	thyroid	0.234975081829598
Craseonycteris_thonglongyai	urothelial	0.237449967868662
Craseonycteris_thonglongyai	uterine	0.13281968396162
Cricetomys_gambianus	all	0.200610745978889
Cricetomys_gambianus	bladder	0.254374939054725
Cricetomys_gambianus	breast	0.168940384572257
Cricetomys_gambianus	central nervous system	0.19543837681589
Cricetomys_gambianus	colon	0.23050033712588
Cricetomys_gambianus	colorectal	0.20471724192093
Cricetomys_gambianus	endometrial	0.133634615931393
Cricetomys_gambianus	gastric	0.185518935350889
Cricetomys_gambianus	glioma	0.259506469171314
Cricetomys_gambianus	head and neck	0.185046078288591
Cricetomys_gambianus	hepatocellular	0.222106986527142
Cricetomys_gambianus	intestine	0.143134025933495
Cricetomys_gambianus	kidney	0.3161934101973
Cricetomys_gambianus	leukaemia	0.115139560380359
Cricetomys_gambianus	liver	0.22373936065342
Cricetomys_gambianus	lung	0.252029463024354
Cricetomys_gambianus	lymphoma	0.189187829795981
Cricetomys_gambianus	melanoma	0.261335924035289
Cricetomys_gambianus	mesothelioma	0.412341935207561
Cricetomys_gambianus	oesophagus	0.137092371669735
Cricetomys_gambianus	other tumour types	0.280663299408832
Cricetomys_gambianus	ovarian	0.207254356964342
Cricetomys_gambianus	paediatric	0.215516213508274
Cricetomys_gambianus	pancreas	0.147532132163631
Cricetomys_gambianus	prostate	0.135678028864122
Cricetomys_gambianus	rare other tumour types	0.105309004200506
Cricetomys_gambianus	renal	0.136399338138425
Cricetomys_gambianus	sarcoma	0.219635013827778
Cricetomys_gambianus	skin	0.149878581261155
Cricetomys_gambianus	small intestine	0.144800045756347
Cricetomys_gambianus	soft tissue sarcoma	0.370367366136625
Cricetomys_gambianus	testicular	0.0115535604699095
Cricetomys_gambianus	thyroid	0.230096077152371
Cricetomys_gambianus	urothelial	0.247577955900744
Cricetomys_gambianus	uterine	0.169479930519843
Cricetulus_griseus	all	0.200190953344915
Cricetulus_griseus	bladder	0.238987021574235
Cricetulus_griseus	breast	0.167909473420765
Cricetulus_griseus	central nervous system	0.191306039283212
Cricetulus_griseus	colon	0.258302400927912
Cricetulus_griseus	colorectal	0.197932834516545
Cricetulus_griseus	endometrial	0.149716579463692
Cricetulus_griseus	gastric	0.183991429578112
Cricetulus_griseus	glioma	0.264536983668599
Cricetulus_griseus	head and neck	0.207721489942933
Cricetulus_griseus	hepatocellular	0.234506435369592
Cricetulus_griseus	intestine	0.166942525479092
Cricetulus_griseus	kidney	0.306748558763346
Cricetulus_griseus	leukaemia	0.123129238147862
Cricetulus_griseus	liver	0.187091180422488
Cricetulus_griseus	lung	0.244351058595145
Cricetulus_griseus	lymphoma	0.186491474301523
Cricetulus_griseus	melanoma	0.255229652922286
Cricetulus_griseus	mesothelioma	0.414643242206903
Cricetulus_griseus	oesophagus	0.12308482350992
Cricetulus_griseus	other tumour types	0.27144877682215
Cricetulus_griseus	ovarian	0.198857953101538
Cricetulus_griseus	paediatric	0.186027391178714
Cricetulus_griseus	pancreas	0.156504129879667
Cricetulus_griseus	prostate	0.134751895136625
Cricetulus_griseus	rare other tumour types	0.0169935043822759
Cricetulus_griseus	renal	0.149640313754044
Cricetulus_griseus	sarcoma	0.221734244024141
Cricetulus_griseus	skin	0.155602367045422
Cricetulus_griseus	small intestine	0.159077639192341
Cricetulus_griseus	soft tissue sarcoma	0.308610315791849
Cricetulus_griseus	testicular	0.0740844585734367
Cricetulus_griseus	thyroid	0.210484954686805
Cricetulus_griseus	urothelial	0.290011045642839
Cricetulus_griseus	uterine	0.149310899354024
Crocidura_indochinensis	all	0.144272082906247
Crocidura_indochinensis	bladder	0.0946389757346632
Crocidura_indochinensis	breast	0.0814114091914259
Crocidura_indochinensis	central nervous system	0.153948938191715
Crocidura_indochinensis	colon	0.149052490066763
Crocidura_indochinensis	colorectal	0.1624635968137
Crocidura_indochinensis	endometrial	0.0966176807159646
Crocidura_indochinensis	gastric	0.129622296547313
Crocidura_indochinensis	glioma	0.110657392384265
Crocidura_indochinensis	head and neck	0.100225802954281
Crocidura_indochinensis	hepatocellular	0.101736861274021
Crocidura_indochinensis	intestine	0.135330924278861
Crocidura_indochinensis	kidney	0.317923812805522
Crocidura_indochinensis	leukaemia	0.0779186346417108
Crocidura_indochinensis	liver	0.0893254052339323
Crocidura_indochinensis	lung	0.200630673121367
Crocidura_indochinensis	lymphoma	0.130271439238458
Crocidura_indochinensis	melanoma	0.185457261994036
Crocidura_indochinensis	mesothelioma	0.0629809635702888
Crocidura_indochinensis	oesophagus	0.12921929549013
Crocidura_indochinensis	other tumour types	0.195203602941656
Crocidura_indochinensis	ovarian	0.177416339676003
Crocidura_indochinensis	paediatric	0.0956887858036714
Crocidura_indochinensis	pancreas	0.180317776460132
Crocidura_indochinensis	prostate	0.046604047516401
Crocidura_indochinensis	rare other tumour types	-0.016238293478225
Crocidura_indochinensis	renal	0.106984302307421
Crocidura_indochinensis	sarcoma	0.136581842341179
Crocidura_indochinensis	skin	0.0671153456379168
Crocidura_indochinensis	small intestine	0.220689572990324
Crocidura_indochinensis	soft tissue sarcoma	-0.0544187952570008
Crocidura_indochinensis	testicular	0.115119067961503
Crocidura_indochinensis	thyroid	0.172062481018023
Crocidura_indochinensis	urothelial	0.211270029911009
Crocidura_indochinensis	uterine	0.132740013121696
Cryptoprocta_ferox	all	0.220904486320229
Cryptoprocta_ferox	bladder	0.25764289888743
Cryptoprocta_ferox	breast	0.182804446404348
Cryptoprocta_ferox	central nervous system	0.210937727575126
Cryptoprocta_ferox	colon	0.262486666575039
Cryptoprocta_ferox	colorectal	0.230758722398442
Cryptoprocta_ferox	endometrial	0.174739512996667
Cryptoprocta_ferox	gastric	0.215545537419213
Cryptoprocta_ferox	glioma	0.235827798413025
Cryptoprocta_ferox	head and neck	0.231035105837686
Cryptoprocta_ferox	hepatocellular	0.220845719555174
Cryptoprocta_ferox	intestine	0.215396933001071
Cryptoprocta_ferox	kidney	0.360494923762818
Cryptoprocta_ferox	leukaemia	0.141061072633623
Cryptoprocta_ferox	liver	0.211455119983825
Cryptoprocta_ferox	lung	0.303058901765003
Cryptoprocta_ferox	lymphoma	0.210985390062686
Cryptoprocta_ferox	melanoma	0.282765663427289
Cryptoprocta_ferox	mesothelioma	0.358205509846156
Cryptoprocta_ferox	oesophagus	0.197248935401705
Cryptoprocta_ferox	other tumour types	0.321534290478657
Cryptoprocta_ferox	ovarian	0.229577729638433
Cryptoprocta_ferox	paediatric	0.243469376344502
Cryptoprocta_ferox	pancreas	0.0885251178571122
Cryptoprocta_ferox	prostate	0.192262188671131
Cryptoprocta_ferox	rare other tumour types	-0.0762529042794432
Cryptoprocta_ferox	renal	0.195311903522999
Cryptoprocta_ferox	sarcoma	0.207298382454882
Cryptoprocta_ferox	skin	0.17128567047532
Cryptoprocta_ferox	small intestine	0.334004221270517
Cryptoprocta_ferox	soft tissue sarcoma	0.186813694592306
Cryptoprocta_ferox	testicular	0.0941843764732925
Cryptoprocta_ferox	thyroid	0.272382348393132
